5854 0889 7859,,,,5854 0889 7859  
333,3057,1747,,333 3057 1747
6871,4972,2321,,6871 4972 2321
12,8767,1491,,12 8767 1491
1572,4388,386,,1572 4388 386
5186,3381,2552,,5186 3381 2552
6287,5399,4901,,6287 5399 4901
636,4835,7652,,636 4835 7652
1055 9102 5309,,,,1055 9102 5309  
2478,1198,6101,,2478 1198 6101
3518,9050,1537,,3518 9050 1537
2843 1436 0824,,,,2843 1436 0824  
1030,1399,722,,1030 1399 722
9349 5425 9370,,,,9349 5425 9370  
6760,668,6928,,6760 668 6928
6170,8875,869,,6170 8875 869
8841,4859,9031,,8841 4859 9031
8281,4374,4534,,8281 4374 4534
1496 4355 2356,,,,1496 4355 2356  
348,785,8542,,348 785 8542
6126 0366 7027,,,,6126 0366 7027  
5078,1030,2421,,5078 1030 2421
2212,5593,6801,,2212 5593 6801
5248 1255 3168,,,,5248 1255 3168  
8618,910,4488,,8618 910 4488
2492,7169,5851,,2492 7169 5851
5448,8172,271,,5448 8172 271
5805 6010 2842,,,,5805 6010 2842  
6782 2899 9453,,,,6782 2899 9453  
8430,5387,2306,,8430 5387 2306
5992,3472,9029,,5992 3472 9029
6809,5511,1010,,6809 5511 1010
7985 5061 9139,,,,7985 5061 9139  
472,9843,8203,,472 9843 8203
2191,2841,9816,,2191 2841 9816
2270,9173,7914,,2270 9173 7914
6478,3836,4592,,6478 3836 4592
2400,9898,4384,,2400 9898 4384
6475,3078,9613,,6475 3078 9613
2934 4632 1001,,,,2934 4632 1001  
9148,452,3667,,9148 452 3667
3830,4217,9572,,3830 4217 9572
2427,5000,5663,,2427 5000 5663
7505,204,550,,7505 204 550
511,9423,9106,,511 9423 9106
9376,9261,8312,,9376 9261 8312
6976,6512,3852,,6976 6512 3852
1692 5339 5240,,,,1692 5339 5240  
6924,7691,1919,,6924 7691 1919
4946,3612,1270,,4946 3612 1270
2745,4407,9905,,2745 4407 9905
4018,567,7358,,4018 567 7358
57,1366,2935,,57 1366 2935
2856,7684,3170,,2856 7684 3170
6728,6311,4872,,6728 6311 4872
7272,3720,5883,,7272 3720 5883
7689,8590,6637,,7689 8590 6637
8979 9567 2344,,,,8979 9567 2344  
8969,1693,1919,,8969 1693 1919
1114,9048,1009,,1114 9048 1009
6881 9754 4366,,,,6881 9754 4366  
2154 3446 5435,,,,2154 3446 5435  
9198,3630,902,,9198 3630 902
5162 5186 9725,,,,5162 5186 9725  
5193,9845,3122,,5193 9845 3122
7137 4927 3245,,,,7137 4927 3245  
3056 1183 4678,,,,3056 1183 4678  
0125 4210 4376,,,,0125 4210 4376  
1326,164,7211,,1326 164 7211
2254,769,7525,,2254 769 7525
1525 5594 5100,,,,1525 5594 5100  
9785,4129,673,,9785 4129 673
1596,3201,2296,,1596 3201 2296
3301,5258,4847,,3301 5258 4847
3976,1262,1688,,3976 1262 1688
7078 6053 6469,,,,7078 6053 6469  
2065,1200,2376,,2065 1200 2376
5770,3361,788,,5770 3361 788
5904 8895 7368,,,,5904 8895 7368  
4529,2191,8190,,4529 2191 8190
5710,1315,2609,,5710 1315 2609
711,4652,8477,,711 4652 8477
1516,4314,6801,,1516 4314 6801
4134,510,2432,,4134 510 2432
5031,3031,689,,5031 3031 689
1062,1482,4347,,1062 1482 4347
9481,595,2911,,9481 595 2911
5384 2305 2735,,,,5384 2305 2735  
7559,9014,7671,,7559 9014 7671
1407 5789 0728,,,,1407 5789 0728  
1182,1592,9829,,1182 1592 9829
8117,5760,1009,,8117 5760 1009
4498,2276,5825,,4498 2276 5825
8728,322,1297,,8728 322 1297
1183 7597 9828,,,,1183 7597 9828  
3196,6178,9276,,3196 6178 9276
5051,4235,7445,,5051 4235 7445
5067 5970 3173,,,,5067 5970 3173  
6940,7749,8820,,6940 7749 8820
4385 3436 3889,,,,4385 3436 3889  
8930,3239,6578,,8930 3239 6578
689,2821,1586,,689 2821 1586
146,1036,5067,,146 1036 5067
8404,701,8995,,8404 701 8995
8556 9082 0047,,,,8556 9082 0047  
4947 3504 8701,,,,4947 3504 8701  
1550 2067 1428,,,,1550 2067 1428  
4884,7578,9034,,4884 7578 9034
8807,4013,9089,,8807 4013 9089
7432,109,7046,,7432 109 7046
806,7569,8598,,806 7569 8598
1071,6554,4497,,1071 6554 4497
375,6461,9073,,375 6461 9073
5068,2570,5929,,5068 2570 5929
2254,1121,6395,,2254 1121 6395
9838,8562,5950,,9838 8562 5950
4907,6840,937,,4907 6840 937
5770,3271,2127,,5770 3271 2127
7251,182,357,,7251 182 357
4719 9733 2427,,,,4719 9733 2427  
1965,8145,7870,,1965 8145 7870
5531,6627,3485,,5531 6627 3485
2079,9459,4087,,2079 9459 4087
9788,3689,7999,,9788 3689 7999
1979 6092 1630,,,,1979 6092 1630  
6466 7054 6193,,,,6466 7054 6193  
6635,5336,9010,,6635 5336 9010
9405,3880,9728,,9405 3880 9728
5921 7436 6403,,,,5921 7436 6403  
7399,6375,804,,7399 6375 804
9587,9568,1891,,9587 9568 1891
0282 6751 7873,,,,0282 6751 7873  
133,2090,2280,,133 2090 2280
2359 3513 8749,,,,2359 3513 8749  
9519 8896 4510,,,,9519 8896 4510  
4591,1797,7845,,4591 1797 7845
8195 2967 0400,,,,8195 2967 0400  
171,4251,583,,171 4251 583
5669,3869,3796,,5669 3869 3796
7901,1311,115,,7901 1311 115
96,8562,950,,96 8562 950
0862 8644 7280,,,,0862 8644 7280  
1888,8287,781,,1888 8287 781
2799,6768,7828,,2799 6768 7828
9788 0747 7420,,,,9788 0747 7420  
7145,5245,7288,,7145 5245 7288
6838,6004,8653,,6838 6004 8653
48,4390,9641,,48 4390 9641
9580,708,9830,,9580 708 9830
5719 0256 8962,,,,5719 0256 8962  
8361,9047,2245,,8361 9047 2245
3628,1879,6638,,3628 1879 6638
0494 2448 1316,,,,0494 2448 1316  
9230,297,5438,,9230 297 5438
5779 5923 4126,,,,5779 5923 4126  
711,9179,292,,711 9179 292
4492,661,8289,,4492 661 8289
8921,7713,7480,,8921 7713 7480
8016,8587,1827,,8016 8587 1827
2474 6944 8171,,,,2474 6944 8171  
8321,6467,9418,,8321 6467 9418
8572 8699 8144,,,,8572 8699 8144  
1843,3399,7665,,1843 3399 7665
9773,5180,675,,9773 5180 675
760,5600,4810,,760 5600 4810
7247,2319,684,,7247 2319 684
2606,528,2598,,2606 528 2598
8210,1118,6616,,8210 1118 6616
5563,5588,9415,,5563 5588 9415
7363,5722,7410,,7363 5722 7410
4366 0032 6437,,,,4366 0032 6437  
1560,4423,6483,,1560 4423 6483
2912 5576 6587,,,,2912 5576 6587  
1953,9222,6202,,1953 9222 6202
672,9872,1992,,672 9872 1992
9842,3915,6745,,9842 3915 6745
8906,525,2015,,8906 525 2015
25,199,4331,,25 199 4331
8086 1524 5844,,,,8086 1524 5844  
6400 1451 1536,,,,6400 1451 1536  
6821,964,547,,6821 964 547
2786,6646,4882,,2786 6646 4882
6957,6511,6585,,6957 6511 6585
3214,5774,5143,,3214 5774 5143
2607,4483,4774,,2607 4483 4774
3136 0986 0343,,,,3136 0986 0343  
2460,8229,5666,,2460 8229 5666
8074,3134,471,,8074 3134 471
1716,8595,7617,,1716 8595 7617
5388,249,7818,,5388 249 7818
3205,4158,29,,3205 4158 29
6451 1526 3700,,,,6451 1526 3700  
6123,749,8401,,6123 749 8401
408,9023,6528,,408 9023 6528
5231,5667,6445,,5231 5667 6445
7569,4051,2223,,7569 4051 2223
949,9218,813,,949 9218 813
8866,1379,8049,,8866 1379 8049
6694 9492 8926,,,,6694 9492 8926  
5633,3129,2014,,5633 3129 2014
7967,6239,7098,,7967 6239 7098
2455,477,7616,,2455 477 7616
7302,6911,2314,,7302 6911 2314
3053,7320,7156,,3053 7320 7156
1310 7246 7764,,,,1310 7246 7764  
8174 2709 3851,,,,8174 2709 3851  
5272,698,2223,,5272 698 2223
5413,9926,3071,,5413 9926 3071
2966 3416 5482,,,,2966 3416 5482  
3281,207,5431,,3281 207 5431
8461,7839,5025,,8461 7839 5025
4090 3408 0105,,,,4090 3408 0105  
1892,2609,7677,,1892 2609 7677
8306,1404,8554,,8306 1404 8554
8720,5784,6200,,8720 5784 6200
4797,842,8916,,4797 842 8916
8401 1530 3442,,,,8401 1530 3442  
1761,2349,1000,,1761 2349 1000
8636 1800 5929,,,,8636 1800 5929  
3841,4779,1110,,3841 4779 1110
7933,608,7961,,7933 608 7961
9905,6265,9468,,9905 6265 9468
9752,303,1872,,9752 303 1872
4305,2558,510,,4305 2558 510
7718 7979 3661,,,,7718 7979 3661  
6680,5760,1677,,6680 5760 1677
852,4864,4595,,852 4864 4595
543,1025,4266,,543 1025 4266
5119,7751,4728,,5119 7751 4728
5087,9112,2209,,5087 9112 2209
3339,403,1085,,3339 403 1085
9872 8037 0416,,,,9872 8037 0416  
7540 9228 4200,,,,7540 9228 4200  
7016,1746,3483,,7016 1746 3483
6042,6011,7592,,6042 6011 7592
4268,5920,4290,,4268 5920 4290
1769,5807,5466,,1769 5807 5466
2358,208,3342,,2358 208 3342
8774,872,7274,,8774 872 7274
5565,9706,90,,5565 9706 90
4368 4822 4355,,,,4368 4822 4355  
5401,9914,2093,,5401 9914 2093
856,8235,3050,,856 8235 3050
7485 8456 5301,,,,7485 8456 5301  
6457,9234,2837,,6457 9234 2837
8744,6225,7502,,8744 6225 7502
3736,2114,504,,3736 2114 504
1892 5015 9968,,,,1892 5015 9968  
4953,1163,9036,,4953 1163 9036
7060 6884 6410,,,,7060 6884 6410  
8967,4181,1632,,8967 4181 1632
758,7609,1892,,758 7609 1892
9711 4608 9032,,,,9711 4608 9032  
7970 6903 1380,,,,7970 6903 1380  
9138 3178 3445,,,,9138 3178 3445  
7941 5991 8640,,,,7941 5991 8640  
5288,8198,8985,,5288 8198 8985
7744 1195 0441,,,,7744 1195 0441  
9310 9514 8374,,,,9310 9514 8374  
5696 7861 2370,,,,5696 7861 2370  
1904,8700,7126,,1904 8700 7126
9975 2782 4439,,,,9975 2782 4439  
1814,1311,2619,,1814 1311 2619
8218,3308,9396,,8218 3308 9396
7349,9248,2021,,7349 9248 2021
8182 0007 9583,,,,8182 0007 9583  
8428,6767,2024,,8428 6767 2024
1715,8751,5774,,1715 8751 5774
5790,1114,6731,,5790 1114 6731
5211,6377,407,,5211 6377 407
7525,5903,3003,,7525 5903 3003
3518,823,8160,,3518 823 8160
4346,4780,9115,,4346 4780 9115
6487,555,8940,,6487 555 8940
9880 9128 5110,,,,9880 9128 5110  
4068,61,8883,,4068 61 8883
2601 4269 4831,,,,2601 4269 4831  
9104 0642 3561,,,,9104 0642 3561  
3058,5678,940,,3058 5678 940
7230,5147,8896,,7230 5147 8896
4724 9138 4735,,,,4724 9138 4735  
5918,6870,4799,,5918 6870 4799
9022,8700,2068,,9022 8700 2068
913,1845,1123,,913 1845 1123
3127 0242 1099,,,,3127 0242 1099  
8480,8167,4240,,8480 8167 4240
6127,8831,3061,,6127 8831 3061
5407 8240 4787,,,,5407 8240 4787  
3405,1830,9349,,3405 1830 9349
5784,1182,9367,,5784 1182 9367
8571,7461,734,,8571 7461 734
4513,6697,1172,,4513 6697 1172
8627,5524,6134,,8627 5524 6134
2468,8509,9763,,2468 8509 9763
2302,8869,5315,,2302 8869 5315
3073 9043 6613,,,,3073 9043 6613  
3240 5262 6730,,,,3240 5262 6730  
7102,5696,9140,,7102 5696 9140
4593,5731,3489,,4593 5731 3489
2476,149,2860,,2476 149 2860
1206 1039 2029,,,,1206 1039 2029  
8511,551,6134,,8511 551 6134
2960 6241 5235,,,,2960 6241 5235  
1614,8121,7966,,1614 8121 7966
3662,8766,280,,3662 8766 280
7539,3183,9243,,7539 3183 9243
9488,4234,5100,,9488 4234 5100
118,5223,2203,,118 5223 2203
2512,7189,8571,,2512 7189 8571
6964,5889,8762,,6964 5889 8762
1269,436,7304,,1269 436 7304
1255 9425 1031,,,,1255 9425 1031  
4555,1924,3589,,4555 1924 3589
517,9789,4263,,517 9789 4263
7001 0461 0170,,,,7001 0461 0170  
3185,7618,8484,,3185 7618 8484
8705,7580,3474,,8705 7580 3474
0172 7078 1148,,,,0172 7078 1148  
2368 4690 8326,,,,2368 4690 8326  
4923,7366,5591,,4923 7366 5591
3585,3987,9444,,3585 3987 9444
4156,7967,6959,,4156 7967 6959
5103,9646,3784,,5103 9646 3784
8910,7599,8737,,8910 7599 8737
8015 6322 4928,,,,8015 6322 4928  
7112,9633,5703,,7112 9633 5703
9867 6369 8469,,,,9867 6369 8469  
3162,6858,8754,,3162 6858 8754
8847 0777 2015,,,,8847 0777 2015  
5509,5774,1017,,5509 5774 1017
1141,7049,6122,,1141 7049 6122
5673,3243,8401,,5673 3243 8401
6634,9594,5094,,6634 9594 5094
4986,4199,8238,,4986 4199 8238
3706,6817,8857,,3706 6817 8857
4068,2875,3975,,4068 2875 3975
5673 8409 6482,,,,5673 8409 6482  
6842,356,2272,,6842 356 2272
8500,5941,7718,,8500 5941 7718
2578,8645,5911,,2578 8645 5911
4936,9383,8262,,4936 9383 8262
0391 3965 7098,,,,0391 3965 7098  
3650,8648,6517,,3650 8648 6517
5548,2497,3082,,5548 2497 3082
7836 7270 5207,,,,7836 7270 5207  
813,2837,9399,,813 2837 9399
6389,5962,6448,,6389 5962 6448
2140,261,8734,,2140 261 8734
4030,3493,1422,,4030 3493 1422
4061,5650,5232,,4061 5650 5232
9171 0026 4269,,,,9171 0026 4269  
456,5082,249,,456 5082 249
1814 6507 4667,,,,1814 6507 4667  
3672,5377,9574,,3672 5377 9574
8691,5148,5250,,8691 5148 5250
5600 8026 3300,,,,5600 8026 3300  
1606,8649,5038,,1606 8649 5038
5237,4948,3524,,5237 4948 3524
1225,6095,3718,,1225 6095 3718
1556,616,928,,1556 616 928
8114,6893,4450,,8114 6893 4450
1706 5044 2896,,,,1706 5044 2896  
1351,4704,7353,,1351 4704 7353
941,5649,7908,,941 5649 7908
4002 6170 1393,,,,4002 6170 1393  
0815 4514 1602,,,,0815 4514 1602  
2930 3587 8566,,,,2930 3587 8566  
6590,330,1740,,6590 330 1740
9851 9537 1043,,,,9851 9537 1043  
3343,7174,8919,,3343 7174 8919
9717 8594 3500,,,,9717 8594 3500  
4110 4334 6913,,,,4110 4334 6913  
4269,5858,8458,,4269 5858 8458
1250,1816,1180,,1250 1816 1180
4639 7911 4089,,,,4639 7911 4089  
2718,9397,9978,,2718 9397 9978
996,5984,6430,,996 5984 6430
1480,182,787,,1480 182 787
7516 4048 4489,,,,7516 4048 4489  
2811,7449,8563,,2811 7449 8563
2091 3419 1712,,,,2091 3419 1712  
7607,1781,6157,,7607 1781 6157
2100,7565,7589,,2100 7565 7589
9411,5132,3844,,
8060,2998,5558,,
47,4372,528,,
1112,4994,3915,,
8215,1100,6338,,
4424,7984,817,,
7592,3578,8469,,
49,7819,9641,,
9802,7023,6406,,
4981,2592,8818,,
6640,9733,8395,,
3361,2467,3431,,
9799,3745,5861,,
433,314,1485,,
6151 5816 0302,,,,
2858,5606,4226,,
3176 9876 2493,,,,
4058 9460 4699,,,,
3758,7629,1228,,
9970,443,8747,,
5954 7331 9532,,,,
4642,5711,5134,,
1000,3632,5445,,
8319 0371 5820,,,,
3202,1177,2153,,
4006,2111,3403,,
4074,8225,9794,,
5425,2771,648,,
9047 2108 8074,,,,
8094,6671,6144,,
1386,7146,1138,,
2666,6220,1012,,
1826,4603,3188,,
4872,3896,6487,,
6680,1928,11,,
372,9668,8362,,
3517,7417,9030,,
1121,1930,9162,,
516,9029,3732,,
9136,7898,9037,,
8000,6349,4818,,
6188,1165,4326,,
5753,9014,3308,,
4579,718,2106,,
2786 4439 0551,,,,
9009,918,6724,,
1254,484,6282,,
529,2256,4561,,
9020,1238,1729,,
966,9679,332,,
408,8859,5921,,
572,835,7607,,
5900,8834,5364,,
153,846,7244,,
2295,7307,3492,,
6053,7964,3129,,
9396,7571,9042,,
5519,5772,9832,,
3948 9911 6935,,,,
6962,2173,126,,
2063,9612,5243,,
6315,3613,1441,,
1260,4549,1729,,
9455,3097,1049,,
2936 5107 9250,,,,
6185 3955 1526,,,,
1947,5401,7726,,
6920,3107,6373,,
2313,6948,9385,,
5545,7805,1584,,
1893,3964,9348,,
5420,8315,4897,,
677,2476,827,,
268,3028,8925,,
0921 5062 8630,,,,
654,1011,758,,
4931 0222 6388,,,,
6636,5222,750,,
2389,5681,1609,,
2128,817,2624,,
8846 7512 2100,,,,
625,1361,8401,,
6748,5614,912,,
7359,9698,9142,,
2434,1761,6176,,
2990,4016,4146,,
9911,6179,8303,,
3253,3977,5981,,
4856 2145 0618,,,,
4177,5799,3787,,
3864 8865 7995,,,,
9628,2667,9765,,
8720,246,76,,
2895,4519,2945,,
0085 3566 9247,,,,
1308 0142 0399,,,,
7347,264,2542,,
1286,8322,7663,,
0590 5351 9064,,,,
1237 2440 7995,,,,
9446,5866,2190,,
1743,4163,8022,,
6588,6561,7190,,
2450,920,2976,,
5394,6813,1900,,
5501,6800,5905,,
571,251,5205,,
2123,8978,5081,,
5817 1510 0584,,,,
206,4818,9900,,
1143 3841 3032,,,,
0968 7402 1252,,,,
7050 4276 3671,,,,
4008 0000 1622,,,,
7097,7064,9475,,
7368 0814 1537,,,,
6783 6329 1544,,,,
3010 3654 5158,,,,
3291 1125 9327,,,,
8045,3514,5684,,
5836,3028,2162,,
1998,9800,3940,,
3218 6935 6648,,,,
9951 0443 0962,,,,
1687 3852 0993,,,,
9585,9030,6488,,
6101,9895,7889,,
7821,9447,2221,,
7390,9306,8673,,
7570,3555,3644,,
1035,1504,7822,,
0330 2201 1513,,,,
9101 4076 4807,,,,
6183 9232 3966,,,,
8780 4777 7112,,,,
3547,3368,6493,,
2829 7219 9826,,,,
3924 8522 9400,,,,
8464 4154 4473,,,,
4786,642,3238,,
8400,6834,9043,,
7901 1764 0937,,,,
3003,4524,5734,,
7111 5420 0606,,,,
2314,8589,9520,,
347,5186,8010,,
5170 6326 1245,,,,
9298 8114 3294,,,,
8987,1954,2613,,
1040,5967,8580,,
9095,1377,9123,,
7771,1,575,,
1034,3771,5072,,
4741,2369,8173,,
385,9086,7436,,
3835 0697 8812,,,,
7318 5939 2343,,,,
1673,6714,2306,,
3218,3804,8342,,
5119,8124,7881,,
6032 5769 8111,,,,
4880 9615 9455,,,,
5735 4426 1857,,,,
9418 0075 0834,,,,
9059,7280,8707,,
9103 0519 8982,,,,
5959,1008,3160,,
8419,6238,8249,,
3866,3015,1146,,
4255,5916,869,,
3168,8052,2969,,
691,4484,2300,,
9118,9459,4586,,
1940 3812 9987,,,,
6257,1601,3563,,
631,8895,632,,
2466 6630 0693,,,,
2833,2036,946,,
4969,1906,2118,,
4490,1610,7660,,
6754 6309 6678,,,,
9129,9711,4298,,
1059 1142 1016,,,,
1617,9059,6773,,
9387 4815 3109,,,,
5825,4377,9499,,
2821,2811,9061,,
9642 4459 3263,,,,
4803,6793,8590,,
3489,7579,1160,,
2378 6373 4023,,,,
7724,9684,2224,,
5939,1810,4615,,
0314 5959 5022,,,,
620,1534,9685,,
0967 5197 5677,,,,
5388 5787 6161,,,,
7298,8301,7469,,
9329,7849,6832,,
1266,1625,5422,,
3597,9754,7251,,
4171,9016,5746,,
1695,5125,6529,,
2006,3368,8290,,
